Fecha;Medida;Territorio;Valor;
29/06/2021;Confirmados PDIA;Huelva;33468;
29/06/2021;Confirmados PDIA;Jaén;51767;
29/06/2021;Confirmados PDIA;Málaga;106340;
29/06/2021;Confirmados PDIA;Sevilla;136525;
29/06/2021;Aumento;Andalucía;1095;
29/06/2021;Aumento;Almería;61;
29/06/2021;Aumento;Cádiz;170;
29/06/2021;Aumento;Córdoba;170;
29/06/2021;Aumento;Granada;155;
29/06/2021;Aumento;Huelva;33;
29/06/2021;Aumento;Jaén;75;
29/06/2021;Aumento;Málaga;272;
29/06/2021;Aumento;Sevilla;159;
29/06/2021;Confirmados PDIA 14 días;Andalucía;13866;
29/06/2021;Confirmados PDIA 14 días;Almería;518;
29/06/2021;Confirmados PDIA 14 días;Cádiz;1781;
29/06/2021;Confirmados PDIA 14 días;Córdoba;2035;
29/06/2021;Confirmados PDIA 14 días;Granada;1886;
29/06/2021;Confirmados PDIA 14 días;Huelva;883;
29/06/2021;Confirmados PDIA 14 días;Jaén;883;
29/06/2021;Confirmados PDIA 14 días;Málaga;2897;
29/06/2021;Confirmados PDIA 14 días;Sevilla;2983;
29/06/2021;Confirmados PDIA 7 días;Andalucía;6212;
29/06/2021;Confirmados PDIA 7 días;Almería;272;
29/06/2021;Confirmados PDIA 7 días;Cádiz;838;
29/06/2021;Confirmados PDIA 7 días;Córdoba;841;
29/06/2021;Confirmados PDIA 7 días;Granada;899;
29/06/2021;Confirmados PDIA 7 días;Huelva;378;
29/06/2021;Confirmados PDIA 7 días;Jaén;426;
29/06/2021;Confirmados PDIA 7 días;Málaga;1367;
29/06/2021;Confirmados PDIA 7 días;Sevilla;1191;
29/06/2021;Total confirmados ;Andalucía;622338;
29/06/2021;Total confirmados ;Almería;55920;
29/06/2021;Total confirmados ;Cádiz;85666;
29/06/2021;Total confirmados ;Córdoba;56732;
29/06/2021;Total confirmados ;Granada;92496;
29/06/2021;Total confirmados ;Huelva;33653;
29/06/2021;Total confirmados ;Jaén;52319;
29/06/2021;Total confirmados ;Málaga;108211;
29/06/2021;Total confirmados ;Sevilla;137341;
29/06/2021;Hospitalizados;Andalucía;49336;
29/06/2021;Hospitalizados;Almería;3919;
29/06/2021;Hospitalizados;Cádiz;5877;
29/06/2021;Hospitalizados;Córdoba;4674;
29/06/2021;Hospitalizados;Granada;8305;
29/06/2021;Hospitalizados;Huelva;2404;
29/06/2021;Hospitalizados;Jaén;4737;
29/06/2021;Hospitalizados;Málaga;8361;
29/06/2021;Hospitalizados;Sevilla;11059;
29/06/2021;Total UCI;Andalucía;5551;
29/06/2021;Total UCI;Almería;676;
29/06/2021;Total UCI;Cádiz;662;
29/06/2021;Total UCI;Córdoba;581;
29/06/2021;Total UCI;Granada;1092;
29/06/2021;Total UCI;Huelva;178;
29/06/2021;Total UCI;Jaén;454;
29/06/2021;Total UCI;Málaga;799;
29/06/2021;Total UCI;Sevilla;1109;
29/06/2021;Fallecidos;Andalucía;10187;
29/06/2021;Fallecidos;Almería;833;
29/06/2021;Fallecidos;Cádiz;1498;
29/06/2021;Fallecidos;Córdoba;972;
29/06/2021;Fallecidos;Granada;1779;
29/06/2021;Fallecidos;Huelva;390;
29/06/2021;Fallecidos;Jaén;1009;
29/06/2021;Fallecidos;Málaga;1671;
29/06/2021;Fallecidos;Sevilla;2035;
29/06/2021;Curados;Andalucía;589531;
29/06/2021;Curados;Almería;54347;
29/06/2021;Curados;Cádiz;81315;
29/06/2021;Curados;Córdoba;52845;
29/06/2021;Curados;Granada;87301;
29/06/2021;Curados;Huelva;31836;
29/06/2021;Curados;Jaén;50136;
29/06/2021;Curados;Málaga;102078;
29/06/2021;Curados;Sevilla;129673;
28/06/2021;Confirmados PDIA;Andalucía;615833;
28/06/2021;Confirmados PDIA;Almería;55551;
28/06/2021;Confirmados PDIA;Cádiz;85112;
28/06/2021;Confirmados PDIA;Córdoba;56104;
28/06/2021;Confirmados PDIA;Granada;91505;
28/06/2021;Confirmados PDIA;Huelva;33435;
28/06/2021;Confirmados PDIA;Jaén;51692;
28/06/2021;Confirmados PDIA;Málaga;106068;
28/06/2021;Confirmados PDIA;Sevilla;136366;
28/06/2021;Aumento;Andalucía;1260;
28/06/2021;Aumento;Almería;62;
28/06/2021;Aumento;Cádiz;173;
28/06/2021;Aumento;Córdoba;130;
28/06/2021;Aumento;Granada;190;
28/06/2021;Aumento;Huelva;65;
28/06/2021;Aumento;Jaén;85;
28/06/2021;Aumento;Málaga;296;
28/06/2021;Aumento;Sevilla;259;
28/06/2021;Confirmados PDIA 14 días;Andalucía;13902;
28/06/2021;Confirmados PDIA 14 días;Almería;479;
28/06/2021;Confirmados PDIA 14 días;Cádiz;1719;
28/06/2021;Confirmados PDIA 14 días;Córdoba;2002;
28/06/2021;Confirmados PDIA 14 días;Granada;1922;
28/06/2021;Confirmados PDIA 14 días;Huelva;918;
28/06/2021;Confirmados PDIA 14 días;Jaén;860;
28/06/2021;Confirmados PDIA 14 días;Málaga;2867;
28/06/2021;Confirmados PDIA 14 días;Sevilla;3135;
28/06/2021;Confirmados PDIA 7 días;Andalucía;6105;
28/06/2021;Confirmados PDIA 7 días;Almería;252;
28/06/2021;Confirmados PDIA 7 días;Cádiz;760;
28/06/2021;Confirmados PDIA 7 días;Córdoba;767;
28/06/2021;Confirmados PDIA 7 días;Granada;887;
28/06/2021;Confirmados PDIA 7 días;Huelva;415;
28/06/2021;Confirmados PDIA 7 días;Jaén;432;
28/06/2021;Confirmados PDIA 7 días;Málaga;1329;
28/06/2021;Confirmados PDIA 7 días;Sevilla;1263;
28/06/2021;Total confirmados ;Andalucía;621240;
28/06/2021;Total confirmados ;Almería;55859;
28/06/2021;Total confirmados ;Cádiz;85497;
28/06/2021;Total confirmados ;Córdoba;56562;
28/06/2021;Total confirmados ;Granada;92339;
28/06/2021;Total confirmados ;Huelva;33620;
28/06/2021;Total confirmados ;Jaén;52244;
28/06/2021;Total confirmados ;Málaga;107938;
28/06/2021;Total confirmados ;Sevilla;137181;
28/06/2021;Hospitalizados;Andalucía;49219;
28/06/2021;Hospitalizados;Almería;3912;
28/06/2021;Hospitalizados;Cádiz;5855;
28/06/2021;Hospitalizados;Córdoba;4670;
28/06/2021;Hospitalizados;Granada;8280;
28/06/2021;Hospitalizados;Huelva;2402;
28/06/2021;Hospitalizados;Jaén;4736;
28/06/2021;Hospitalizados;Málaga;8352;
28/06/2021;Hospitalizados;Sevilla;11012;
28/06/2021;Total UCI;Andalucía;5546;
28/06/2021;Total UCI;Almería;676;
28/06/2021;Total UCI;Cádiz;662;
28/06/2021;Total UCI;Córdoba;581;
28/06/2021;Total UCI;Granada;1089;
28/06/2021;Total UCI;Huelva;178;
28/06/2021;Total UCI;Jaén;454;
28/06/2021;Total UCI;Málaga;797;
28/06/2021;Total UCI;Sevilla;1109;
28/06/2021;Fallecidos;Andalucía;10180;
28/06/2021;Fallecidos;Almería;833;
28/06/2021;Fallecidos;Cádiz;1497;
28/06/2021;Fallecidos;Córdoba;971;
28/06/2021;Fallecidos;Granada;1779;
28/06/2021;Fallecidos;Huelva;390;
28/06/2021;Fallecidos;Jaén;1007;
28/06/2021;Fallecidos;Málaga;1670;
28/06/2021;Fallecidos;Sevilla;2033;
28/06/2021;Curados;Andalucía;588369;
28/06/2021;Curados;Almería;54291;
28/06/2021;Curados;Cádiz;81133;
28/06/2021;Curados;Córdoba;52685;
28/06/2021;Curados;Granada;87248;
28/06/2021;Curados;Huelva;31666;
28/06/2021;Curados;Jaén;49997;
28/06/2021;Curados;Málaga;101855;
28/06/2021;Curados;Sevilla;129494;
26/06/2021;Confirmados PDIA;Andalucía;614573;
26/06/2021;Confirmados PDIA;Almería;55489;
26/06/2021;Confirmados PDIA;Cádiz;84939;
26/06/2021;Confirmados PDIA;Córdoba;55974;
26/06/2021;Confirmados PDIA;Granada;91315;
26/06/2021;Confirmados PDIA;Huelva;33370;
26/06/2021;Confirmados PDIA;Jaén;51607;
26/06/2021;Confirmados PDIA;Málaga;105772;
26/06/2021;Confirmados PDIA;Sevilla;136107;
26/06/2021;Aumento;Andalucía;1327;
26/06/2021;Aumento;Almería;53;
26/06/2021;Aumento;Cádiz;146;
26/06/2021;Aumento;Córdoba;126;
26/06/2021;Aumento;Granada;198;
26/06/2021;Aumento;Huelva;88;
26/06/2021;Aumento;Jaén;87;
26/06/2021;Aumento;Málaga;350;
26/06/2021;Aumento;Sevilla;279;
26/06/2021;Confirmados PDIA 14 días;Andalucía;13986;
26/06/2021;Confirmados PDIA 14 días;Almería;487;
26/06/2021;Confirmados PDIA 14 días;Cádiz;1672;
26/06/2021;Confirmados PDIA 14 días;Córdoba;2106;
26/06/2021;Confirmados PDIA 14 días;Granada;1883;
26/06/2021;Confirmados PDIA 14 días;Huelva;940;
26/06/2021;Confirmados PDIA 14 días;Jaén;846;
26/06/2021;Confirmados PDIA 14 días;Málaga;2809;
26/06/2021;Confirmados PDIA 14 días;Sevilla;3243;
26/06/2021;Confirmados PDIA 7 días;Andalucía;5986;
26/06/2021;Confirmados PDIA 7 días;Almería;239;
26/06/2021;Confirmados PDIA 7 días;Cádiz;722;
26/06/2021;Confirmados PDIA 7 días;Córdoba;920;
26/06/2021;Confirmados PDIA 7 días;Granada;821;
26/06/2021;Confirmados PDIA 7 días;Huelva;418;
26/06/2021;Confirmados PDIA 7 días;Jaén;419;
26/06/2021;Confirmados PDIA 7 días;Málaga;1219;
26/06/2021;Confirmados PDIA 7 días;Sevilla;1228;
26/06/2021;Total confirmados ;Andalucía;619979;
26/06/2021;Total confirmados ;Almería;55797;
26/06/2021;Total confirmados ;Cádiz;85324;
26/06/2021;Total confirmados ;Córdoba;56432;
26/06/2021;Total confirmados ;Granada;92148;
26/06/2021;Total confirmados ;Huelva;33554;
26/06/2021;Total confirmados ;Jaén;52159;
26/06/2021;Total confirmados ;Málaga;107643;
26/06/2021;Total confirmados ;Sevilla;136922;
26/06/2021;Hospitalizados;Andalucía;49172;
26/06/2021;Hospitalizados;Almería;3912;
26/06/2021;Hospitalizados;Cádiz;5853;
26/06/2021;Hospitalizados;Córdoba;4659;
26/06/2021;Hospitalizados;Granada;8277;
26/06/2021;Hospitalizados;Huelva;2398;
26/06/2021;Hospitalizados;Jaén;4734;
26/06/2021;Hospitalizados;Málaga;8338;
26/06/2021;Hospitalizados;Sevilla;11001;
26/06/2021;Total UCI;Andalucía;5543;
26/06/2021;Total UCI;Almería;676;
26/06/2021;Total UCI;Cádiz;662;
26/06/2021;Total UCI;Córdoba;580;
26/06/2021;Total UCI;Granada;1089;
26/06/2021;Total UCI;Huelva;178;
26/06/2021;Total UCI;Jaén;454;
26/06/2021;Total UCI;Málaga;797;
26/06/2021;Total UCI;Sevilla;1107;
26/06/2021;Fallecidos;Andalucía;10177;
26/06/2021;Fallecidos;Almería;833;
26/06/2021;Fallecidos;Cádiz;1497;
26/06/2021;Fallecidos;Córdoba;969;
26/06/2021;Fallecidos;Granada;1778;
26/06/2021;Fallecidos;Huelva;390;
26/06/2021;Fallecidos;Jaén;1007;
26/06/2021;Fallecidos;Málaga;1670;
26/06/2021;Fallecidos;Sevilla;2033;
26/06/2021;Curados;Andalucía;586289;
26/06/2021;Curados;Almería;54253;
26/06/2021;Curados;Cádiz;80949;
26/06/2021;Curados;Córdoba;52483;
26/06/2021;Curados;Granada;86823;
26/06/2021;Curados;Huelva;31638;
26/06/2021;Curados;Jaén;49966;
26/06/2021;Curados;Málaga;101569;
26/06/2021;Curados;Sevilla;128608;
25/06/2021;Confirmados PDIA;Andalucía;613246;
25/06/2021;Confirmados PDIA;Almería;55436;
25/06/2021;Confirmados PDIA;Cádiz;84793;
25/06/2021;Confirmados PDIA;Córdoba;55848;
25/06/2021;Confirmados PDIA;Granada;91117;
25/06/2021;Confirmados PDIA;Huelva;33282;
25/06/2021;Confirmados PDIA;Jaén;51520;
25/06/2021;Confirmados PDIA;Málaga;105422;
25/06/2021;Confirmados PDIA;Sevilla;135828;
25/06/2021;Aumento;Andalucía;1328;
25/06/2021;Aumento;Almería;40;
25/06/2021;Aumento;Cádiz;185;
25/06/2021;Aumento;Córdoba;221;
25/06/2021;Aumento;Granada;200;
25/06/2021;Aumento;Huelva;76;
25/06/2021;Aumento;Jaén;114;
25/06/2021;Aumento;Málaga;229;
25/06/2021;Aumento;Sevilla;263;
25/06/2021;Confirmados PDIA 14 días;Andalucía;13984;
25/06/2021;Confirmados PDIA 14 días;Almería;483;
25/06/2021;Confirmados PDIA 14 días;Cádiz;1707;
25/06/2021;Confirmados PDIA 14 días;Córdoba;2162;
25/06/2021;Confirmados PDIA 14 días;Granada;1853;
25/06/2021;Confirmados PDIA 14 días;Huelva;985;
25/06/2021;Confirmados PDIA 14 días;Jaén;838;
25/06/2021;Confirmados PDIA 14 días;Málaga;2674;
25/06/2021;Confirmados PDIA 14 días;Sevilla;3282;
25/06/2021;Confirmados PDIA 7 días;Andalucía;5990;
25/06/2021;Confirmados PDIA 7 días;Almería;217;
25/06/2021;Confirmados PDIA 7 días;Cádiz;731;
25/06/2021;Confirmados PDIA 7 días;Córdoba;1008;
25/06/2021;Confirmados PDIA 7 días;Granada;820;
25/06/2021;Confirmados PDIA 7 días;Huelva;419;
25/06/2021;Confirmados PDIA 7 días;Jaén;370;
25/06/2021;Confirmados PDIA 7 días;Málaga;1129;
25/06/2021;Confirmados PDIA 7 días;Sevilla;1296;
25/06/2021;Total confirmados ;Andalucía;618651;
25/06/2021;Total confirmados ;Almería;55744;
25/06/2021;Total confirmados ;Cádiz;85178;
25/06/2021;Total confirmados ;Córdoba;56306;
25/06/2021;Total confirmados ;Granada;91950;
25/06/2021;Total confirmados ;Huelva;33466;
25/06/2021;Total confirmados ;Jaén;52072;
25/06/2021;Total confirmados ;Málaga;107292;
25/06/2021;Total confirmados ;Sevilla;136643;
25/06/2021;Hospitalizados;Andalucía;49130;
25/06/2021;Hospitalizados;Almería;3907;
25/06/2021;Hospitalizados;Cádiz;5852;
25/06/2021;Hospitalizados;Córdoba;4652;
25/06/2021;Hospitalizados;Granada;8271;
25/06/2021;Hospitalizados;Huelva;2393;
25/06/2021;Hospitalizados;Jaén;4729;
25/06/2021;Hospitalizados;Málaga;8328;
25/06/2021;Hospitalizados;Sevilla;10998;
25/06/2021;Total UCI;Andalucía;5541;
25/06/2021;Total UCI;Almería;676;
25/06/2021;Total UCI;Cádiz;662;
25/06/2021;Total UCI;Córdoba;579;
25/06/2021;Total UCI;Granada;1089;
25/06/2021;Total UCI;Huelva;177;
25/06/2021;Total UCI;Jaén;454;
25/06/2021;Total UCI;Málaga;797;
25/06/2021;Total UCI;Sevilla;1107;
25/06/2021;Fallecidos;Andalucía;10174;
25/06/2021;Fallecidos;Almería;833;
25/06/2021;Fallecidos;Cádiz;1497;
25/06/2021;Fallecidos;Córdoba;968;
25/06/2021;Fallecidos;Granada;1778;
25/06/2021;Fallecidos;Huelva;389;
25/06/2021;Fallecidos;Jaén;1006;
25/06/2021;Fallecidos;Málaga;1670;
25/06/2021;Fallecidos;Sevilla;2033;
25/06/2021;Curados;Andalucía;585305;
25/06/2021;Curados;Almería;54216;
25/06/2021;Curados;Cádiz;80802;
25/06/2021;Curados;Córdoba;52317;
25/06/2021;Curados;Granada;86764;
25/06/2021;Curados;Huelva;31530;
25/06/2021;Curados;Jaén;49874;
25/06/2021;Curados;Málaga;101397;
25/06/2021;Curados;Sevilla;128405;
24/06/2021;Confirmados PDIA;Andalucía;611918;
24/06/2021;Confirmados PDIA;Almería;55396;
24/06/2021;Confirmados PDIA;Cádiz;84608;
24/06/2021;Confirmados PDIA;Córdoba;55627;
24/06/2021;Confirmados PDIA;Granada;90917;
24/06/2021;Confirmados PDIA;Huelva;33206;
24/06/2021;Confirmados PDIA;Jaén;51406;
24/06/2021;Confirmados PDIA;Málaga;105193;
24/06/2021;Confirmados PDIA;Sevilla;135565;
24/06/2021;Aumento;Andalucía;1440;
24/06/2021;Aumento;Almería;51;
24/06/2021;Aumento;Cádiz;157;
24/06/2021;Aumento;Córdoba;132;
24/06/2021;Aumento;Granada;199;
24/06/2021;Aumento;Huelva;73;
24/06/2021;Aumento;Jaén;61;
24/06/2021;Aumento;Málaga;489;
24/06/2021;Aumento;Sevilla;278;
24/06/2021;Confirmados PDIA 14 días;Andalucía;14099;
24/06/2021;Confirmados PDIA 14 días;Almería;497;
24/06/2021;Confirmados PDIA 14 días;Cádiz;1701;
24/06/2021;Confirmados PDIA 14 días;Córdoba;2074;
24/06/2021;Confirmados PDIA 14 días;Granada;1791;
24/06/2021;Confirmados PDIA 14 días;Huelva;1024;
24/06/2021;Confirmados PDIA 14 días;Jaén;825;
24/06/2021;Confirmados PDIA 14 días;Málaga;2729;
24/06/2021;Confirmados PDIA 14 días;Sevilla;3458;
24/06/2021;Confirmados PDIA 7 días;Andalucía;6074;
24/06/2021;Confirmados PDIA 7 días;Almería;212;
24/06/2021;Confirmados PDIA 7 días;Cádiz;759;
24/06/2021;Confirmados PDIA 7 días;Córdoba;958;
24/06/2021;Confirmados PDIA 7 días;Granada;797;
24/06/2021;Confirmados PDIA 7 días;Huelva;426;
24/06/2021;Confirmados PDIA 7 días;Jaén;353;
24/06/2021;Confirmados PDIA 7 días;Málaga;1183;
24/06/2021;Confirmados PDIA 7 días;Sevilla;1386;
24/06/2021;Total confirmados ;Andalucía;617322;
24/06/2021;Total confirmados ;Almería;55704;
24/06/2021;Total confirmados ;Cádiz;84993;
24/06/2021;Total confirmados ;Córdoba;56085;
24/06/2021;Total confirmados ;Granada;91750;
24/06/2021;Total confirmados ;Huelva;33389;
24/06/2021;Total confirmados ;Jaén;51958;
24/06/2021;Total confirmados ;Málaga;107063;
24/06/2021;Total confirmados ;Sevilla;136380;
24/06/2021;Hospitalizados;Andalucía;49095;
24/06/2021;Hospitalizados;Almería;3907;
24/06/2021;Hospitalizados;Cádiz;5852;
24/06/2021;Hospitalizados;Córdoba;4646;
24/06/2021;Hospitalizados;Granada;8264;
24/06/2021;Hospitalizados;Huelva;2391;
24/06/2021;Hospitalizados;Jaén;4726;
24/06/2021;Hospitalizados;Málaga;8321;
24/06/2021;Hospitalizados;Sevilla;10988;
24/06/2021;Total UCI;Andalucía;5540;
24/06/2021;Total UCI;Almería;676;
24/06/2021;Total UCI;Cádiz;662;
24/06/2021;Total UCI;Córdoba;579;
24/06/2021;Total UCI;Granada;1089;
24/06/2021;Total UCI;Huelva;176;
24/06/2021;Total UCI;Jaén;454;
24/06/2021;Total UCI;Málaga;797;
24/06/2021;Total UCI;Sevilla;1107;
24/06/2021;Fallecidos;Andalucía;10172;
24/06/2021;Fallecidos;Almería;833;
24/06/2021;Fallecidos;Cádiz;1497;
24/06/2021;Fallecidos;Córdoba;967;
24/06/2021;Fallecidos;Granada;1778;
24/06/2021;Fallecidos;Huelva;389;
24/06/2021;Fallecidos;Jaén;1006;
24/06/2021;Fallecidos;Málaga;1669;
24/06/2021;Fallecidos;Sevilla;2033;
24/06/2021;Curados;Andalucía;584279;
24/06/2021;Curados;Almería;54180;
24/06/2021;Curados;Cádiz;80666;
24/06/2021;Curados;Córdoba;52219;
24/06/2021;Curados;Granada;86654;
24/06/2021;Curados;Huelva;31407;
24/06/2021;Curados;Jaén;49758;
24/06/2021;Curados;Málaga;101231;
24/06/2021;Curados;Sevilla;128164;
23/06/2021;Confirmados PDIA;Andalucía;610478;
23/06/2021;Confirmados PDIA;Almería;55345;
23/06/2021;Confirmados PDIA;Cádiz;84451;
23/06/2021;Confirmados PDIA;Córdoba;55495;
23/06/2021;Confirmados PDIA;Granada;90718;
23/06/2021;Confirmados PDIA;Huelva;33133;
23/06/2021;Confirmados PDIA;Jaén;51345;
23/06/2021;Confirmados PDIA;Málaga;104704;
23/06/2021;Confirmados PDIA;Sevilla;135287;
23/06/2021;Aumento;Andalucía;1175;
23/06/2021;Aumento;Almería;41;
23/06/2021;Aumento;Cádiz;115;
23/06/2021;Aumento;Córdoba;147;
23/06/2021;Aumento;Granada;164;
23/06/2021;Aumento;Huelva;94;
23/06/2021;Aumento;Jaén;95;
23/06/2021;Aumento;Málaga;235;
23/06/2021;Aumento;Sevilla;284;
23/06/2021;Confirmados PDIA 14 días;Andalucía;14350;
23/06/2021;Confirmados PDIA 14 días;Almería;489;
23/06/2021;Confirmados PDIA 14 días;Cádiz;1724;
23/06/2021;Confirmados PDIA 14 días;Córdoba;2097;
23/06/2021;Confirmados PDIA 14 días;Granada;1772;
23/06/2021;Confirmados PDIA 14 días;Huelva;1084;
23/06/2021;Confirmados PDIA 14 días;Jaén;882;
23/06/2021;Confirmados PDIA 14 días;Málaga;2621;
23/06/2021;Confirmados PDIA 14 días;Sevilla;3681;
23/06/2021;Confirmados PDIA 7 días;Andalucía;6236;
23/06/2021;Confirmados PDIA 7 días;Almería;199;
23/06/2021;Confirmados PDIA 7 días;Cádiz;801;
23/06/2021;Confirmados PDIA 7 días;Córdoba;1076;
23/06/2021;Confirmados PDIA 7 días;Granada;766;
23/06/2021;Confirmados PDIA 7 días;Huelva;452;
23/06/2021;Confirmados PDIA 7 días;Jaén;379;
23/06/2021;Confirmados PDIA 7 días;Málaga;1173;
23/06/2021;Confirmados PDIA 7 días;Sevilla;1390;
23/06/2021;Total confirmados ;Andalucía;615883;
23/06/2021;Total confirmados ;Almería;55653;
23/06/2021;Total confirmados ;Cádiz;84835;
23/06/2021;Total confirmados ;Córdoba;55953;
23/06/2021;Total confirmados ;Granada;91551;
23/06/2021;Total confirmados ;Huelva;33317;
23/06/2021;Total confirmados ;Jaén;51896;
23/06/2021;Total confirmados ;Málaga;106576;
23/06/2021;Total confirmados ;Sevilla;136102;
23/06/2021;Hospitalizados;Andalucía;49062;
23/06/2021;Hospitalizados;Almería;3905;
23/06/2021;Hospitalizados;Cádiz;5851;
23/06/2021;Hospitalizados;Córdoba;4643;
23/06/2021;Hospitalizados;Granada;8263;
23/06/2021;Hospitalizados;Huelva;2387;
23/06/2021;Hospitalizados;Jaén;4723;
23/06/2021;Hospitalizados;Málaga;8314;
23/06/2021;Hospitalizados;Sevilla;10976;
23/06/2021;Total UCI;Andalucía;5513;
23/06/2021;Total UCI;Almería;676;
23/06/2021;Total UCI;Cádiz;660;
23/06/2021;Total UCI;Córdoba;578;
23/06/2021;Total UCI;Granada;1084;
23/06/2021;Total UCI;Huelva;174;
23/06/2021;Total UCI;Jaén;448;
23/06/2021;Total UCI;Málaga;793;
23/06/2021;Total UCI;Sevilla;1100;
23/06/2021;Fallecidos;Andalucía;10171;
23/06/2021;Fallecidos;Almería;833;
23/06/2021;Fallecidos;Cádiz;1497;
23/06/2021;Fallecidos;Córdoba;967;
23/06/2021;Fallecidos;Granada;1778;
23/06/2021;Fallecidos;Huelva;389;
23/06/2021;Fallecidos;Jaén;1006;
23/06/2021;Fallecidos;Málaga;1669;
23/06/2021;Fallecidos;Sevilla;2032;
23/06/2021;Curados;Andalucía;583193;
23/06/2021;Curados;Almería;54140;
23/06/2021;Curados;Cádiz;80590;
23/06/2021;Curados;Córdoba;52084;
23/06/2021;Curados;Granada;86530;
23/06/2021;Curados;Huelva;31291;
23/06/2021;Curados;Jaén;49635;
23/06/2021;Curados;Málaga;101039;
23/06/2021;Curados;Sevilla;127884;
22/06/2021;Confirmados PDIA;Andalucía;609303;
22/06/2021;Confirmados PDIA;Almería;55304;
22/06/2021;Confirmados PDIA;Cádiz;84336;
22/06/2021;Confirmados PDIA;Córdoba;55348;
22/06/2021;Confirmados PDIA;Granada;90554;
22/06/2021;Confirmados PDIA;Huelva;33039;
22/06/2021;Confirmados PDIA;Jaén;51250;
22/06/2021;Confirmados PDIA;Málaga;104469;
22/06/2021;Confirmados PDIA;Sevilla;135003;
22/06/2021;Aumento;Andalucía;1098;
22/06/2021;Aumento;Almería;43;
22/06/2021;Aumento;Cádiz;144;
22/06/2021;Aumento;Córdoba;273;
22/06/2021;Aumento;Granada;96;
22/06/2021;Aumento;Huelva;53;
22/06/2021;Aumento;Jaén;32;
22/06/2021;Aumento;Málaga;265;
22/06/2021;Aumento;Sevilla;192;
22/06/2021;Confirmados PDIA 14 días;Andalucía;14518;
22/06/2021;Confirmados PDIA 14 días;Almería;484;
22/06/2021;Confirmados PDIA 14 días;Cádiz;1763;
22/06/2021;Confirmados PDIA 14 días;Córdoba;2121;
22/06/2021;Confirmados PDIA 14 días;Granada;1775;
22/06/2021;Confirmados PDIA 14 días;Huelva;1100;
22/06/2021;Confirmados PDIA 14 días;Jaén;903;
22/06/2021;Confirmados PDIA 14 días;Málaga;2626;
22/06/2021;Confirmados PDIA 14 días;Sevilla;3746;
22/06/2021;Confirmados PDIA 7 días;Andalucía;6435;
22/06/2021;Confirmados PDIA 7 días;Almería;209;
22/06/2021;Confirmados PDIA 7 días;Cádiz;840;
22/06/2021;Confirmados PDIA 7 días;Córdoba;1106;
22/06/2021;Confirmados PDIA 7 días;Granada;783;
22/06/2021;Confirmados PDIA 7 días;Huelva;460;
22/06/2021;Confirmados PDIA 7 días;Jaén;367;
22/06/2021;Confirmados PDIA 7 días;Málaga;1201;
22/06/2021;Confirmados PDIA 7 días;Sevilla;1469;
22/06/2021;Total confirmados ;Andalucía;614705;
22/06/2021;Total confirmados ;Almería;55612;
22/06/2021;Total confirmados ;Cádiz;84720;
22/06/2021;Total confirmados ;Córdoba;55805;
22/06/2021;Total confirmados ;Granada;91387;
22/06/2021;Total confirmados ;Huelva;33222;
22/06/2021;Total confirmados ;Jaén;51801;
22/06/2021;Total confirmados ;Málaga;106340;
22/06/2021;Total confirmados ;Sevilla;135818;
22/06/2021;Hospitalizados;Andalucía;49004;
22/06/2021;Hospitalizados;Almería;3897;
22/06/2021;Hospitalizados;Cádiz;5850;
